short_name,long_name,overall,potential,age,height_cm,weight_kg,club_name,league_name,club_position,nationality,preferred_foot,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,pace,shooting,passing,dribbling,defending,physic
O. Casey,Oliver Casey,61,72,20,188,78,Blackpool,English League Championship,RES,England,Right,2,2,Medium/Medium,Lean (185+),No,1400000,50,27,45,50,62,61
J. Boller,Jan Boller,61,70,21,185,71,LASK Linz,Austrian Football Bundesliga,SUB,Germany,Right,3,2,Medium/Medium,Lean (185+),No,1200000,58,32,44,36,61,69
S. Haji,Siad Haji,61,71,21,173,71,San Jose Earthquakes,USA Major League Soccer,RES,United States,Right,3,3,Medium/Low,Lean (170-185),No,1200000,70,49,57,69,35,48
J. Portillo,Justin Portillo,61,61,28,168,61,Real Salt Lake,USA Major League Soccer,RES,United States,Right,2,2,Medium/Medium,Lean (170-),No,435000,57,51,60,63,56,57
H. Burrows,Harrison Burrows,61,74,19,168,55,Peterborough United,English League Championship,SUB,England,Left,3,2,High/Medium,Lean (170-),No,1900000,73,47,55,63,55,45
K. Isa,Kevin Amir Isa Luna,61,76,20,178,71,Atlético Tucumán,Argentina Primera División,RES,Argentina,Right,4,2,Medium/Medium,Lean (170-185),No,1700000,68,60,50,63,23,54
V. De Baunbag,Víctor Christopher De Baunbaug,61,75,20,191,77,RCD Mallorca,Spain Primera Division,RES,Spain,Right,3,2,High/Medium,Lean (185+),No,2300000,74,59,52,65,26,59
S. Chergui,Samir Sophian Chergui,61,70,22,183,78,Paris FC,French Ligue 2,RCB,France,Right,2,2,Medium/Medium,Lean (170-185),No,1400000,54,43,59,61,57,59
L. Pétrot,Léo Pétrot,61,67,24,188,81,FC Lorient,French Ligue 1,SUB,France,Left,2,2,Medium/Medium,Normal (185+),No,1000000,60,31,42,51,63,67
A. Linguet,Allan Linguet,61,72,21,180,72,Valenciennes FC,French Ligue 2,SUB,France,Right,3,2,High/Medium,Normal (170-185),No,1400000,58,30,47,64,60,56
N. Ngoumou,Nathan N'Goumou Minpole,61,72,21,182,70,Toulouse Football Club,French Ligue 2,RW,France,Right,2,3,High/Medium,Lean (170-185),No,1400000,74,61,58,61,29,56
F. Blake-Tracy,Frazer John Blake-Tracy,61,64,25,183,64,Burton Albion,English League One,SUB,England,Left,3,2,Medium/High,Normal (170-185),No,730000,63,31,51,59,57,56
T. Tormin,Tyrone Tormin,61,75,20,172,67,Chamois Niortais Football Club,French Ligue 2,SUB,France,Right,3,2,Medium/Medium,Normal (170-185),No,1900000,80,55,53,64,27,56
Javi Siverio,Javier Siverio Toro,61,69,23,182,75,Hyderabad FC,Indian Super League,SUB,Spain,Right,5,2,Medium/Medium,Lean (170-185),No,1100000,61,61,44,58,22,65
M. Franzke,Maximilian Franzke,61,70,22,184,70,1. FC Magdeburg,German 3. Bundesliga,SUB,Germany,Right,4,3,Medium/Medium,Lean (170-185),No,1200000,76,51,56,65,27,58
S. Raux-Yao,Serge-Philippe Raux-Yao,61,70,22,196,87,KSV Cercle Brugge,Belgian Jupiler Pro League,RES,France,Left,2,2,High/Medium,Lean (185+),No,1200000,50,32,39,35,58,76
B. Ndilu,Bridge Ndilu,61,73,20,186,80,US Quevilly Rouen Métropole,French Ligue 2,SUB,France,Right,3,3,Medium/Medium,Normal (185+),No,,69,62,50,60,20,57
H. Holgate,Harrison James Holgate,61,70,21,186,72,Fleetwood Town,English League One,SUB,England,Right,2,2,Medium/Medium,Normal (185+),No,1400000,65,24,39,47,60,68
T. Baeten,Thibo Baeten,61,74,19,185,79,Torino F.C.,Italian Serie A,RES,Belgium,Left,3,2,Medium/Medium,Normal (185+),No,,74,61,41,58,21,58
E. Hottmann,Eric Hottmann,61,69,21,187,82,Türkgücü München,German 3. Bundesliga,SUB,Germany,Right,3,2,Medium/Medium,Normal (185+),No,1200000,66,56,53,61,26,70
J. Richardson,Jayden De'Chante Richardson,61,74,20,184,75,Nottingham Forest,English League Championship,RES,England,Right,3,2,Medium/Medium,Normal (170-185),No,1900000,86,34,47,59,54,64
B. Lambert,Boris Lambert,61,72,21,187,75,KAS Eupen,Belgian Jupiler Pro League,SUB,Belgium,Right,3,2,High/Medium,Lean (185+),No,1200000,67,33,49,56,60,67
A. Ugur,Adnan Ugur,61,74,20,174,68,Fatih Karagümrük S.K.,Turkish Süper Lig,RES,Belgium,Left,3,3,Medium/Medium,Normal (170-185),No,,72,49,60,66,54,55
J. Papeau,Jayson Papeau,61,64,25,179,80,Warta Poznań,Polish T-Mobile Ekstraklasa,SUB,France,Right,2,3,High/Low,Stocky (170-185),No,606000,78,52,58,67,37,61
N. Lang,Niklas Lang,61,77,19,185,77,TSV 1860 München,German 3. Bundesliga,RCB,Germany,Right,4,2,Medium/Medium,Normal (185+),No,1700000,69,22,37,48,59,65
D. Meisel,Dominik Meisel,61,69,22,175,68,FC Würzburger Kickers,German 3. Bundesliga,SUB,Germany,Right,3,2,Medium/Medium,Lean (170-185),No,1200000,67,48,60,69,50,52
S. Adewoye,Shawn Adewoye,61,72,21,181,81,RKC Waalwijk,Holland Eredivisie,SUB,Belgium,Right,3,2,Medium/Medium,Normal (170-185),No,1200000,68,23,39,40,60,67
R. Ndiaye,Rassoul Ndiaye,61,80,19,179,70,FC Sochaux-Montbéliard,French Ligue 2,SUB,France,Right,3,2,Medium/Medium,Normal (170-185),No,1900000,69,42,56,61,56,67
D. Waidner,Dennis Waidner,61,76,20,174,68,FC Würzburger Kickers,German 3. Bundesliga,SUB,Germany,Right,3,2,Medium/Medium,Lean (170-185),No,1600000,70,26,46,59,59,55
S. Van Dessel,Stan Van Dessel,61,74,19,169,60,Sint-Truidense VV,Belgian Jupiler Pro League,LCM,Belgium,Right,4,2,Medium/High,Lean (170-),No,1600000,73,43,58,66,56,54
D. Rouyard,Davy Rouyard,61,73,21,194,90,FC Girondins de Bordeaux,French Ligue 1,RES,France,Right,2,1,Medium/Medium,Lean (185+),No,1500000,,,,,,
Barredo,Pablo Barredo Calvo,61,74,17,177,65,SD Ponferradina,Spanish Segunda División,RES,Spain,Right,2,1,Medium/Medium,Lean (170-185),No,1400000,,,,,,
D. Fage,Dylan Raphaël Colette Fage,61,67,22,178,70,Oldham Athletic,English League Two,SUB,France,Right,3,2,Medium/Medium,Lean (170-185),No,975000,78,50,55,61,54,60
Y. Larouci,Yasser Larouci,61,77,20,175,68,ESTAC Troyes,French Ligue 1,RES,France,Left,2,2,High/Medium,Normal (170-185),No,2200000,75,47,52,63,56,57
R. Adebisi,Rio Adesola Frederick Adebisi,61,70,20,175,67,Crewe Alexandra,English League One,LB,England,Left,4,2,Medium/Medium,Normal (170-185),No,1300000,75,34,52,59,55,59
S. Sanna,Sam Sanna,61,71,22,170,64,Toulouse Football Club,French Ligue 2,SUB,France,Right,3,2,Medium/Medium,Lean (170-),No,1400000,60,52,61,66,61,48
Adrián Bernabé,Adrián Bernabé García,61,76,20,175,68,Parma,Italian Serie B,SUB,Spain,Left,3,3,High/Medium,Lean (170-185),No,1900000,74,55,57,69,43,50
M. Whittaker,Morgan Whittaker,61,75,20,183,69,Swansea City,English League Championship,SUB,England,Left,3,3,Medium/Medium,Lean (170-185),No,2000000,71,61,50,64,25,57
Nacho Ramón,Ignacio Ramón del Valle,61,70,22,186,80,Elche CF,Spain Primera Division,RES,Spain,Right,3,3,Medium/Medium,Stocky (185+),No,1700000,66,63,42,55,30,62
J. Mensah,Jacob Kwabena Mensah,61,68,20,183,85,Morecambe,English League One,SUB,England,Right,2,2,Low/Medium,Normal (170-185),No,1200000,55,30,42,42,61,67
T. Burey,Tyler Burey,61,77,20,187,74,Hartlepool United,English League Two,RES,England,Right,3,2,Medium/Low,Normal (185+),No,,77,59,55,64,38,65
B. Farioli,Brian Andrés Farioli,61,70,23,180,70,Arsenal de Sarandí,Argentina Primera División,SUB,Argentina,Left,2,3,Medium/Medium,Lean (170-185),No,,71,51,59,63,32,48
D. Rivera,Damian Rivera,61,76,18,178,73,New England Revolution,USA Major League Soccer,RES,United States,Right,4,2,High/Medium,Lean (170-185),No,1600000,72,54,51,67,24,44
Z. Debast,Zeno Debast,61,81,17,191,83,RSC Anderlecht,Belgian Jupiler Pro League,RES,Belgium,Right,4,2,Medium/Medium,Lean (185+),No,2100000,62,26,47,55,59,65
L. Shaw,Liam Darren Shaw,61,75,20,188,73,Celtic,Scottish Premiership,RES,England,Right,3,2,Medium/High,Lean (185+),No,1800000,66,39,56,62,54,61
J. Davison,Joshua Michael Blainey Davison,61,72,21,188,79,Charlton Athletic,English League One,SUB,England,Right,4,2,Medium/Medium,Stocky (185+),No,1500000,65,61,42,59,19,60
S. Perry,Samuel Paul Perry,61,77,19,184,70,Walsall,English League Two,RDM,England,Right,3,2,High/Medium,Lean (170-185),No,1900000,65,52,58,61,57,67
I. Vassilev,Indiana Denchev Vassilev,61,76,20,175,65,Inter Miami CF,USA Major League Soccer,SUB,United States,Left,3,3,High/Low,Normal (170-185),No,,73,60,53,63,32,51
F. Torres,Federico Ezequiel Torres,61,71,22,179,66,Club Atlético Talleres,Argentina Primera División,RES,Argentina,Right,2,2,Medium/Medium,Normal (170-185),No,1200000,60,32,42,42,64,56
O. Panuco,Omar Antonio Panuco Padilla,61,76,19,178,64,Fútbol Club Juárez,Mexican Liga MX,RES,Mexico,Right,3,2,Medium/Medium,Lean (170-185),No,1800000,79,50,57,67,36,49
J. Stansfield,Jay Stansfield,61,81,18,180,71,Fulham,English League Championship,RES,England,Right,3,2,High/Medium,Lean (170-185),No,2600000,74,62,47,61,25,53
Paulo Estrela,Paulo Estrela Moreira Alves,61,71,22,171,66,Portimonense SC,Portuguese Liga ZON SAGRES,RES,Portugal,Right,2,3,Medium/Medium,Normal (170-185),No,1600000,55,51,60,61,59,61
B. Pierrick,Brandon Leroy Pierrick Keutcha,61,77,19,183,79,Vejle Boldklub,Danish Superliga,SUB,England,Right,2,3,Medium/Medium,Normal (170-185),No,1600000,78,56,54,62,24,61
O. Daedlow,Oliver Daedlow,61,71,21,180,75,TSV Havelse,German 3. Bundesliga,CDM,Germany,Right,3,2,Medium/High,Normal (170-185),No,,66,43,54,60,57,68
F. Ambríz,Fidel Daniel Ambríz González,61,75,18,181,66,Club León,Mexican Liga MX,SUB,Mexico,Right,3,2,Medium/Medium,Lean (170-185),No,1700000,58,49,56,60,56,55
Dani Plomer,Daniel Plomer Gordillo,61,70,22,179,72,Granada CF,Spain Primera Division,RES,Spain,Right,3,3,Medium/Medium,Normal (170-185),No,1700000,70,47,57,59,28,53
Pablo Pérez,Pablo Pérez Rico,61,74,19,170,65,Sevilla FC,Spain Primera Division,RES,Spain,Left,3,3,High/Medium,Normal (170-),No,2000000,66,35,51,56,56,58
J. Matete,Jay Matete,61,70,20,170,60,Fleetwood Town,English League One,SUB,England,Right,2,2,Medium/High,Lean (170-),No,1400000,70,50,56,64,58,53
A. Kamardin,Aaron Nassur Kamardin,61,74,19,183,72,Olympique de Marseille,French Ligue 1,RES,France,Right,3,2,Low/Medium,Lean (170-185),No,1800000,55,29,41,42,63,60
M. Tillman,Malik Tillman,61,81,19,186,71,FC Bayern München,German 1. Bundesliga,RES,Germany,Right,3,2,Medium/Medium,Normal (185+),No,2500000,66,64,48,62,18,56
T. Vannoye,Thomas Vannoye,61,69,22,183,78,USL Dunkerque,French Ligue 2,SUB,France,Right,3,2,Medium/Medium,Normal (170-185),No,1400000,56,29,49,49,62,69
A. Kerouedan,Alan Kerouedan,61,72,21,173,66,Rodez Aveyron Football,French Ligue 2,SUB,France,Right,3,2,High/Medium,Lean (170-185),No,1400000,69,56,56,64,55,62
L. Jastremski,Lenn Jastremski,61,75,20,190,79,Viktoria Köln,German 3. Bundesliga,SUB,Germany,Right,4,2,Medium/Medium,Normal (185+),No,1700000,59,63,40,56,19,60
N. Fatar,Noah Fatar,61,77,19,167,62,Angers SCO,French Ligue 1,RES,France,Left,2,2,Medium/Medium,Lean (170-),No,2200000,71,67,57,63,27,49
Telmo Arcanjo,Telmo Emanuel Gomes Arcanjo,61,69,20,180,79,CD Tondela,Portuguese Liga ZON SAGRES,SUB,Portugal,Left,3,2,Medium/Medium,Normal (170-185),No,1700000,69,51,60,64,38,51
B. Thomas,Bobby Thomas,61,76,20,186,77,Burnley,English Premier League,RES,England,Right,3,2,Medium/Medium,Lean (185+),No,1900000,55,32,41,44,62,65
B. Pernot,Barne Pernot,61,70,22,188,76,Sportclub Verl,German 3. Bundesliga,SUB,Germany,Right,3,2,Medium/High,Normal (185+),No,1200000,69,28,46,60,60,66
H. Ekitike,Hugo Ekitike,61,78,19,189,70,Stade de Reims,French Ligue 1,SUB,France,Right,3,3,Medium/Medium,Lean (185+),No,2200000,69,59,46,60,22,66
S. Sidibe,Sekou Sidibe,61,71,20,172,70,FC U Craiova 1948,Romanian Liga I,LW,Belgium,Left,4,4,High/Medium,Lean (170-185),No,1100000,76,59,55,66,30,48
Z. Muñoz,Zahid Yibram Muñoz Lopez,61,73,20,175,68,Club Atlético de San Luis,Mexican Liga MX,SUB,Mexico,Right,3,2,High/Medium,Lean (170-185),No,,56,57,62,60,50,58
J. Belshaw,James Michael Belshaw,61,61,30,191,77,Bristol Rovers,English League Two,GK,England,Right,2,1,Medium/Medium,Normal (185+),No,385000,,,,,,
Sergio Carrasco,Sergio Carrasco González,61,69,22,176,69,SD Huesca,Spanish Segunda División,RES,Spain,Right,3,2,Medium/Medium,Normal (170-185),No,1300000,58,55,66,65,48,43
F. Palmowski,Florian Palmowski,61,74,20,185,78,Hertha BSC,German 1. Bundesliga,RES,Germany,Right,3,1,Medium/Medium,Normal (185+),No,1600000,,,,,,
G. Tanco,Gregorio José Tanco,61,72,21,181,74,Club Atlético Banfield,Argentina Primera División,RES,Argentina,Left,3,2,Medium/Medium,Normal (170-185),No,1200000,62,32,43,49,62,60
M. Tanlongo,Mateo Tanlongo,61,76,17,178,68,Rosario Central,Argentina Primera División,RES,Argentina,Right,3,2,Medium/Medium,Lean (170-185),No,1600000,64,56,58,64,54,54
Y. Möker,Yannik Möker,61,69,21,180,76,FSV Zwickau,German 3. Bundesliga,RCM,Germany,Right,4,2,High/Medium,Normal (170-185),No,1200000,74,52,55,60,58,66
J. Hadjam,Jaouen Hadjam,61,76,18,184,83,Paris FC,French Ligue 2,SUB,France,Left,3,3,Medium/Medium,Normal (170-185),No,1700000,76,47,51,63,56,70
T. Pozzo,Tomás Agustín Pozzo,61,71,20,168,68,Club Atlético Independiente,Argentina Primera División,RES,Argentina,Left,2,2,High/Low,Normal (170-),No,1200000,69,49,60,68,40,48
Y. Cimignani,Yanis Cimignani,61,75,19,176,68,AC Ajaccio,French Ligue 2,SUB,France,Right,3,2,Medium/Medium,Lean (170-185),No,1800000,68,52,59,65,51,52
B. Sartiaguin,Brandon Guadalupe Sartiaguin Godoy,61,70,21,185,80,Deportivo Toluca,Mexican Liga MX,RES,Mexico,Right,2,2,Low/High,Normal (185+),No,1300000,54,28,38,34,65,62
L. Giaccone,Lautaro Darío Giaccone,61,76,20,175,68,Rosario Central,Argentina Primera División,RES,Argentina,Right,3,3,Medium/Medium,Normal (170-185),No,1700000,70,53,55,67,31,48
R. Vita,Rémy Vita,61,77,20,170,66,Barnsley,English League Championship,RES,France,Left,2,2,High/Medium,Lean (170-),No,2000000,71,41,46,64,57,50
O. Edwards,Owura Edwards,61,75,20,173,67,Exeter City,English League Two,SUB,England,Right,3,3,High/Medium,Lean (170-185),No,,84,51,52,66,27,50
Nuno Lima,Nuno Miguel Reis Lima,61,75,20,184,76,FC Paços de Ferreira,Portuguese Liga ZON SAGRES,RES,Portugal,Right,2,2,Low/High,Normal (170-185),No,2000000,62,31,39,41,62,61
José Urbina,José Manuel Urbina Parrado,61,73,21,175,65,SD Ponferradina,Spanish Segunda División,RES,Spain,Left,2,2,Medium/Medium,Lean (170-185),No,1400000,72,36,49,55,58,53
Eñaut Mendía,Eñaut Mendiaren Berasategi,61,72,22,178,72,SD Eibar,Spanish Segunda División,RES,Spain,Right,3,3,Medium/Medium,Normal (170-185),No,1400000,73,58,41,59,25,59
F. Tapia,Fernando Tapia Méndez,61,73,20,185,79,Club América,Mexican Liga MX,SUB,Mexico,Right,2,1,Medium/Medium,Normal (185+),No,1300000,,,,,,
T. Akinola,Tim Akinola,61,78,20,177,73,Arsenal,English Premier League,RES,England,Right,3,2,High/High,Normal (170-185),No,2100000,71,50,55,59,58,65
Asier Córdoba,Asier Córdoba Querejeta,61,75,21,184,75,AD Alcorcón,Spanish Segunda División,RES,Spain,Left,3,3,Medium/Medium,Normal (170-185),No,1700000,77,57,58,61,36,52
J. Tugbenyo,Jesse Edem Tugbenyo,61,74,19,187,81,SC Paderborn 07,German 2. Bundesliga,SUB,Germany,Right,2,2,Medium/High,Normal (185+),No,1600000,65,32,53,56,61,60
G. Jurcher,Gillian Timothy Jurcher,61,68,24,175,73,SV Waldhof Mannheim 07,German 3. Bundesliga,SUB,Germany,Right,2,2,Medium/Medium,Stocky (170-185),No,1100000,81,58,39,66,18,57
Galego,Jefferson Fernando Isídio,61,68,24,176,70,Moreirense FC,Portuguese Liga ZON SAGRES,RES,Brazil,Left,3,3,High/Medium,Normal (170-185),No,1500000,68,56,59,66,49,47
David Argüelles,David Argüelles Álvarez,61,76,19,175,71,Real Sporting de Gijón,Spanish Segunda División,RES,Spain,Left,2,2,High/Medium,Normal (170-185),No,1700000,77,36,44,58,57,55
Arratia,Sergio Arratia Lechosa,61,73,21,185,76,Rayo Vallecano,Spain Primera Division,RES,Spain,Right,3,2,Medium/Medium,Lean (185+),No,1900000,59,43,60,60,57,65
M. Sangaré,Mustapha Sangaré,61,69,22,195,80,Amiens SC,French Ligue 2,RES,France,Right,3,2,High/Medium,Stocky (185+),No,1500000,68,60,48,57,24,64
David Rodríguez,David Rodríguez Ramos,61,73,21,175,67,CD Tenerife,Spanish Segunda División,RES,Spain,Right,3,2,Medium/Medium,Lean (170-185),No,1400000,73,48,52,60,58,59
E. Obregón,Esteban Daniel Obregón,61,77,19,177,69,Estudiantes de La Plata,Argentina Primera División,SUB,Argentina,Right,3,2,Medium/Medium,Lean (170-185),No,1800000,72,59,56,65,31,48
J. Romero,Juan Pablo Romero,61,69,23,183,78,Rosario Central,Argentina Primera División,RES,Argentina,Right,2,1,Medium/Medium,Normal (170-185),No,1100000,,,,,,
T. Civeja,Tim Civeja,61,79,19,180,73,FC Augsburg,German 1. Bundesliga,RES,Germany,Right,5,2,Medium/Medium,Normal (170-185),No,2100000,59,45,60,63,49,59
Z. Monlouis,Zane Monlouis,61,71,17,185,75,Arsenal,English Premier League,RES,England,Right,3,2,Medium/Medium,Normal (185+),No,1300000,61,31,43,48,63,64
Eder González,Eder González Tortella,61,64,24,171,66,Sepsi OSK Sf. Gheorghe,Romanian Liga I,RES,Spain,Right,3,3,Medium/Medium,Lean (170-185),No,641000,71,53,60,65,49,55
N. Ohio,Noah Ohio,61,79,18,183,85,FK Austria Wien,Austrian Football Bundesliga,SUB,England,Left,3,2,Medium/Medium,Stocky (170-185),No,1700000,85,61,44,58,25,59
J. Ramírez,José Alfredo Ramírez Espino,61,70,20,176,73,Gallos Blancos de Querétaro,Mexican Liga MX,SUB,Mexico,Right,3,2,Medium/Medium,Normal (170-185),No,1300000,59,65,45,58,21,49
Jaime Santos,Jaime Santos Colado,61,61,26,178,64,Club Atlético Palmaflor,Liga de Fútbol Profesional Boliviano,RW,Spain,Right,4,3,Medium/Medium,Lean (170-185),No,753000,66,64,59,61,44,66
K. Lomónaco,Kevin Joel Lomónaco,61,76,19,192,80,Club Atlético Lanús,Argentina Primera División,RES,Argentina,Right,3,2,Medium/Medium,Lean (185+),No,1500000,61,27,33,37,62,66
C. Sandra,Cisse Sandra,61,80,17,183,76,Club Brugge KV,Belgian Jupiler Pro League,SUB,Belgium,Left,4,3,Medium/Medium,Normal (170-185),No,1700000,66,60,61,65,34,59
F. Castet,Facundo Castet,61,67,22,177,68,Club Atlético Sarmiento,Argentina Primera División,RES,Argentina,Left,3,2,Medium/Medium,Normal (170-185),No,825000,70,29,48,58,56,62
R. Street,Robert Street,61,74,19,188,70,Crystal Palace,English Premier League,RES,England,Right,3,2,High/Medium,Lean (185+),No,2000000,56,62,45,57,29,54
M. Lachuer,Mathis Lachuer,61,75,20,170,65,Amiens SC,French Ligue 2,LCM,France,Left,2,2,Medium/Medium,Normal (170-),No,1900000,77,45,66,66,35,31
L. Petkov,Lukas Emanuel Petkov,61,71,20,183,77,Sportclub Verl,German 3. Bundesliga,SUB,Germany,Right,4,2,High/Medium,Normal (170-185),No,,75,52,61,66,51,58
R. Ascone,Rocco Ascone,61,80,17,180,67,LOSC Lille,French Ligue 1,RES,France,Left,2,3,High/Medium,Lean (170-185),No,2100000,66,47,60,66,50,50
B. Racovițan,Bogdan Racovițan,61,69,21,185,80,FC Botoşani,Romanian Liga I,LCB,France,Right,2,2,Medium/Medium,Normal (185+),No,1100000,65,32,37,43,60,68
B. Valdez,Bruno Valdez,61,75,19,175,67,Estudiantes de La Plata,Argentina Primera División,SUB,Argentina,Left,3,2,Medium/Medium,Normal (170-185),No,1600000,73,42,48,59,59,61
N. John,Nile Omari Mckenzi John,61,80,18,180,70,Tottenham Hotspur,English Premier League,RES,England,Right,4,2,Medium/Medium,Normal (170-185),No,2100000,62,56,58,65,39,51
C. Verfurth,Collin Verfurth,61,68,25,193,86,New England Revolution,USA Major League Soccer,RES,United States,Right,3,2,High/Medium,Normal (185+),No,1000000,63,49,50,62,61,69
L. Richardson,Lewis Richardson,61,76,18,179,70,Burnley,English Premier League,SUB,England,Right,3,2,Medium/Medium,Lean (170-185),No,2000000,67,60,47,63,26,53
A. Scott,Alex Scott,61,79,17,178,68,Bristol City,English League Championship,CAM,England,Right,3,3,High/Medium,Normal (170-185),No,2100000,72,44,62,68,41,53
R. Berlinski,Ron Berlinski,61,62,26,182,74,Sportclub Verl,German 3. Bundesliga,RES,Germany,Right,3,2,Medium/Medium,Lean (170-185),No,610000,79,62,49,56,31,61
L. Cingolani,Luciano Cingolani,61,73,20,172,67,Newell's Old Boys,Argentina Primera División,RES,Argentina,Right,2,2,Medium/Medium,Normal (170-185),No,1400000,74,59,54,62,25,42
N. Laméndola,Nicolás Emanuel Laméndola,61,70,22,178,69,Atlético Tucumán,Argentina Primera División,RES,Argentina,Right,3,2,Medium/Medium,Normal (170-185),No,1200000,64,53,58,62,50,51
S. Coulibaly,Soumaila Coulibaly,61,81,17,190,82,Borussia Dortmund,German 1. Bundesliga,RES,France,Left,3,2,Medium/Medium,Lean (185+),No,2300000,62,36,48,57,59,61
R. Di Luciano,Ramiro Di Luciano,61,77,17,164,59,Club Atlético Banfield,Argentina Primera División,RES,Argentina,Right,3,2,High/Medium,Lean (170-),No,1600000,62,32,47,55,57,44
I. Rodríguez,Ignacio Agustín Rodríguez,61,74,19,175,68,Club Atlético Banfield,Argentina Primera División,RES,Argentina,Left,2,2,Medium/Medium,Normal (170-185),No,1600000,56,56,60,63,51,41
L. Cissé,Mohamed Lamine Cisse,61,74,18,179,69,AS Nancy Lorraine,French Ligue 2,SUB,France,Right,3,3,Medium/Medium,Normal (170-185),No,1800000,76,54,52,69,20,45
M. Doucouré,Mahamadou Doucouré,61,73,21,181,75,Nîmes Olympique,French Ligue 2,SUB,France,Right,2,3,Medium/Medium,Normal (170-185),No,1600000,69,59,44,59,31,69
H. Matriciani,Henning Matriciani,61,69,21,185,78,FC Schalke 04,German 2. Bundesliga,RES,Germany,Right,3,2,Medium/Medium,Lean (185+),No,1300000,61,33,48,53,62,61
Guilherme Soares,Guilherme Araújo Soares,61,70,20,186,80,SC Braga,Portuguese Liga ZON SAGRES,RES,Portugal,Right,2,2,Medium/High,Lean (185+),No,1500000,56,29,42,43,62,64
A. Rodríguez,Agustín Rodríguez,61,78,17,169,62,Club Atlético Lanús,Argentina Primera División,RES,Argentina,Right,3,2,Medium/Medium,Lean (170-),No,1800000,68,43,60,66,40,45
M. Diongue,Maguette Diongue,61,61,29,179,66,SC Bastia,French Ligue 2,LCM,France,Left,3,2,High/Medium,Normal (170-185),No,569000,66,59,57,63,54,55
Iker Unzueta,Iker Unzueta Arregui,61,68,22,184,80,SD Amorebieta,Spanish Segunda División,RS,Spain,Right,3,3,Medium/Medium,Normal (170-185),No,1200000,64,65,47,61,22,57
Jorge Aguirre,Jorge Aguirre de Céspedes,61,74,21,183,78,Real Sociedad B,Spanish Segunda División,RES,Spain,Right,3,3,Medium/Medium,Lean (170-185),No,1700000,55,64,49,62,23,55
Y. Becker,Yannis Becker,61,61,30,180,67,FC Viktoria 1889 Berlin,German 3. Bundesliga,LM,Germany,Right,4,2,Medium/Medium,Lean (170-185),No,471000,70,58,59,62,27,47
M. Hippe,Maximilian Hippe,61,67,23,194,81,1. FC Kaiserslautern,German 3. Bundesliga,SUB,Germany,Right,4,2,Medium/Medium,Normal (185+),No,784000,61,24,33,39,61,70
N. Atubolu,Noah Atubolu,61,75,19,190,96,Sport-Club Freiburg,German 1. Bundesliga,SUB,Germany,Right,3,1,Medium/Medium,Normal (185+),No,1600000,,,,,,
C. Kammerknecht,Claudio Kammerknecht,61,69,21,187,80,SC Freiburg II,German 3. Bundesliga,SUB,Germany,Right,3,2,Medium/Medium,Normal (185+),No,1200000,58,23,44,45,61,68
M. Cachbach,Mathieu Cachbach,61,71,20,181,72,Seraing,Belgian Jupiler Pro League,SUB,Belgium,Right,3,3,Medium/Medium,Normal (170-185),No,,66,51,65,62,50,48
Pedro Machado,Ruas Machado Pedro Miguel,61,67,25,191,90,FC U Craiova 1948,Romanian Liga I,SUB,Portugal,Right,2,2,Medium/Medium,Normal (185+),No,698000,57,21,32,29,60,76
T. Engelking,Torben Engelking,61,64,25,180,72,TSV Havelse,German 3. Bundesliga,RES,Germany,Left,2,2,Medium/Medium,Lean (170-185),No,648000,76,59,56,62,34,56
O. Schmitt,Oliver Issa Schmitt,61,71,21,180,73,Sportclub Verl,German 3. Bundesliga,SUB,Germany,Right,2,2,Medium/Medium,Normal (170-185),No,,82,53,56,63,32,51
D. Orsi,Danilo Orsi,61,66,25,188,73,Harrogate Town,English League Two,SUB,England,Right,3,3,High/Medium,Normal (185+),No,867000,73,59,47,60,24,62
C. Ezekwem,Cottrell Ezekwem,61,67,22,202,88,Sportclub Verl,German 3. Bundesliga,RCB,Germany,Right,3,2,Low/High,Lean (185+),No,784000,54,25,40,40,60,74
J. Heuer,Jannis Heuer,61,68,21,189,78,SC Paderborn 07,German 2. Bundesliga,SUB,Germany,Right,3,2,Medium/High,Normal (185+),No,1100000,61,28,50,50,62,65
T. Korzuschek,Tim Korzuschek,61,67,22,180,70,1. FC Saarbrücken,German 3. Bundesliga,SUB,Germany,Left,3,2,High/Medium,Lean (170-185),No,866000,70,56,54,63,27,56
T. Sechelmann,Tim Sechelmann,61,68,22,186,78,1. FC Magdeburg,German 3. Bundesliga,SUB,Germany,Left,2,2,Low/Medium,Lean (185+),No,1000000,62,33,53,56,58,62
H. Bah-Traoré,Haymenn Bah-Traoré,61,65,24,175,77,Borussia Dortmund II,German 3. Bundesliga,SUB,Germany,Right,3,2,Low/Medium,Normal (170-185),No,648000,78,33,44,57,58,67
Y. Guermouche,Yanis Guermouche,61,75,20,192,83,Montpellier Hérault SC,French Ligue 1,SUB,France,Right,3,2,Medium/Medium,Lean (185+),No,2100000,65,62,48,59,23,61
Tomás Händel,Tomás Romano dos Santos Händel,61,71,20,180,69,Vitória de Guimarães,Portuguese Liga ZON SAGRES,RES,Portugal,Left,2,2,High/Medium,Lean (170-185),No,1700000,72,45,61,68,45,45
M. Faßbender,Morgan Faßbender,61,69,22,188,78,SV Meppen,German 3. Bundesliga,RM,Germany,Right,3,2,Medium/Medium,Lean (185+),No,1200000,83,54,52,60,23,63
