short_name,long_name,overall,potential,age,height_cm,weight_kg,club_name,league_name,club_position,nationality,preferred_foot,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,pace,shooting,passing,dribbling,defending,physic
A. Boutoutaou,Aymen Boutoutaou,63,79,20,169,56,Valenciennes FC,French Ligue 2,RW,France,Right,2,3,Medium/Medium,Lean (170-),No,3100000,74,59,53,75,32,33
D. Kocyła,Dawid Kocyła,63,76,18,180,66,Wisła Płock,Polish T-Mobile Ekstraklasa,SUB,Poland,Right,3,3,High/Low,Lean (170-185),No,2200000,77,58,55,63,26,54
K. Kurokawa,黒川 圭介,63,68,24,173,70,Gamba Osaka,Japanese J. League Division 1,SUB,Japan,Left,3,2,Medium/Medium,Normal (170-185),No,894000,72,35,58,59,57,68
T. Yamakawa,山川 哲史,63,68,23,185,79,Vissel Kobe,Japanese J. League Division 1,SUB,Japan,Right,3,2,Medium/High,Normal (185+),No,928000,63,22,50,52,61,74
S. Portocarrero,Segundo Arlen Portocarrero Rodríguez,63,68,24,170,67,Club Social y Deportivo Macará,Ecuadorian Serie A,SUB,Ecuador,Left,3,2,High/Medium,Lean (170-),No,1500000,78,57,56,66,58,58
R. Banegas,Luis Rodrigo Banegas Cury,63,69,25,184,73,Club Deportivo Jorge Wilstermann,Liga de Fútbol Profesional Boliviano,SUB,Bolivia,Right,3,1,Medium/Medium,Normal (170-185),No,1400000,,,,,,
B. Hernández,Bryan Paul Hernández Porozo,63,69,22,175,72,Club Social y Deportivo Macará,Ecuadorian Serie A,SUB,Ecuador,Right,3,2,Medium/Medium,Normal (170-185),No,1700000,80,28,47,59,59,60
Bubacar Djaló,Bubacar Boi Djaló,63,71,24,188,83,HJK Helsinki,Finnish Veikkausliiga,SUB,Portugal,Right,3,2,Low/High,Normal (185+),No,2400000,59,34,48,54,62,73
R. Robinson,Robbie Robinson Belmar,63,71,22,188,77,Inter Miami CF,USA Major League Soccer,LM,United States,Right,3,2,Medium/Medium,Normal (185+),No,1900000,75,61,47,64,29,60
H. Nakamura,中村 帆高,63,68,23,177,72,FC Tokyo,Japanese J. League Division 1,RES,Japan,Right,3,2,Medium/High,Lean (170-185),No,894000,64,33,47,56,60,69
Y. Obata,小畑 裕馬,63,77,19,183,79,Vegalta Sendai,Japanese J. League Division 1,RES,Japan,Right,3,1,Medium/Medium,Normal (170-185),No,1900000,,,,,,
T. Beason,James Tanner Beason,63,67,24,185,79,San Jose Earthquakes,USA Major League Soccer,SUB,United States,Left,2,2,Low/High,Normal (185+),No,953000,61,25,42,53,64,68
V. Morar,Vlăduț Călin Morar,63,63,27,183,78,Gaz Metan Mediaş,Romanian Liga I,SUB,Romania,Right,3,3,Medium/Low,Lean (170-185),No,709000,71,63,43,62,23,63
L. Tramoni,Lisandru Tramoni,63,76,18,175,68,Cagliari,Italian Serie A,RES,France,Left,3,3,High/Medium,Lean (170-185),No,2600000,67,55,62,66,39,52
Y. Suzuki,鈴木 唯人,63,72,19,175,66,Shimizu S-Pulse,Japanese J. League Division 1,RS,Japan,Right,3,2,Medium/Medium,Lean (170-185),No,1500000,70,54,62,66,47,50
D. Celea,Daniel Marinel Celea,63,65,25,187,82,AFC Chindia Târgoviște,Romanian Liga I,RCB,Romania,Right,2,2,Low/High,Normal (185+),No,748000,50,38,41,41,64,68
H. Calderón,Homero Ernesto Calderón Gazui,63,64,27,173,68,Aragua Fútbol Club,Venezuelan Primera División,RDM,Venezuela,Right,4,3,Medium/Medium,Normal (170-185),No,1200000,60,56,59,62,50,60
S. Velkov,Stefan Ivov Velkov,63,70,24,192,86,MSV Duisburg,German 3. Bundesliga,RCB,Bulgaria,Right,3,2,Medium/Medium,Normal (185+),No,1500000,61,40,46,52,62,74
N. Kuveljić,Nikola Kuveljić,63,69,24,194,85,Wisła Kraków,Polish T-Mobile Ekstraklasa,SUB,Serbia,Left,3,2,High/Medium,Lean (185+),No,1100000,65,48,53,56,60,73
F. Lo Celso,Francesco Lo Celso,63,77,21,178,70,Rosario Central,Argentina Primera División,SUB,Argentina,Left,3,3,Medium/Medium,Lean (170-185),No,2600000,68,53,65,63,57,51
B. Barticciotto,Bruno Barticciotto Di Bartolo,63,78,20,175,70,Club Deportivo Palestino,Chilian Campeonato Nacional,SUB,Chile,Right,3,2,High/Low,Lean (170-185),No,2400000,74,60,41,66,19,56
S. Jasper,Sylvester Jasper,63,78,20,172,71,Colchester United,English League Two,SUB,England,Right,4,3,High/High,Normal (170-185),No,,85,60,56,66,39,50
C. Coşkun,Can Beklan Coskun,63,69,23,173,71,FSV Zwickau,German 3. Bundesliga,LB,Turkey,Left,3,2,High/Medium,Normal (170-185),No,1200000,76,51,58,63,58,60
G. Norlin,Gustaf Norlin,63,68,24,183,73,IFK Göteborg,Swedish Allsvenskan,LM,Sweden,Left,3,2,Medium/Medium,Lean (170-185),No,961000,73,56,58,62,35,55
A. Schuarztman,Ariel Shuartzman Cardona,63,68,23,173,67,12 de Octubre FC,Paraguayan Primera División,SUB,Paraguay,Right,3,2,Medium/Medium,Lean (170-185),No,1600000,61,56,57,64,52,53
Danny Henriques,Danny Agostinho Henriques,63,72,23,186,81,Belenenses SAD,Portuguese Liga ZON SAGRES,SUB,Portugal,Left,3,2,High/Medium,Normal (185+),No,2300000,49,26,47,42,63,67
I. Nuhu,Isaac Nuhu,63,79,19,171,60,KAS Eupen,Belgian Jupiler Pro League,SUB,Ghana,Right,3,3,Medium/High,Normal (170-185),No,2500000,79,48,55,73,31,34
G. Gohlke,Gerrit Gohlke,63,76,22,192,81,SV Waldhof Mannheim 07,German 3. Bundesliga,SUB,Germany,Right,4,2,Medium/Medium,Normal (185+),No,2300000,61,28,42,45,61,72
L. Le Roux,Luke Le Roux,63,74,21,180,70,Varbergs BoIS FC,Swedish Allsvenskan,LCM,South Africa,Right,3,2,Medium/High,Normal (170-185),No,1500000,65,46,58,63,58,69
B. Wdowik,Bartłomiej Wdowik,63,73,20,184,72,Jagiellonia Białystok,Polish T-Mobile Ekstraklasa,RES,Poland,Left,2,2,Medium/Medium,Lean (170-185),No,1600000,73,45,56,59,57,63
L. Larsen,Lars Olden Larsen,63,69,22,175,74,Mjøndalen IF,Norwegian Eliteserien,RM,Norway,Right,3,3,High/Medium,Normal (170-185),No,1100000,76,60,56,65,52,55
T. Fujii,藤井 智也,63,70,22,173,65,Sanfrecce Hiroshima,Japanese J. League Division 1,RM,Japan,Right,3,3,High/Medium,Normal (170-185),No,1400000,69,46,58,67,40,51
B. Bodily,Blake Bodily,63,69,23,175,68,Portland Timbers,USA Major League Soccer,SUB,United States,Left,4,2,High/Medium,Lean (170-185),No,1300000,71,56,61,64,54,54
S. Ramírez,Francisco Sebastián Ramírez,63,78,20,180,75,Club Atlético Huracán,Argentina Primera División,SUB,Argentina,Right,3,2,Medium/Low,Normal (170-185),No,2500000,75,54,57,64,32,56
E. Rabanal,Eduardo Valentín Rabanal Jaramillo,63,67,24,177,78,Carlos A. Mannucci,Peruvian Primera División,RB,Peru,Right,2,2,High/Medium,Normal (170-185),No,1400000,69,36,48,58,61,52
V. Ábrego,Victor Alonso Abrego Aguilera,63,69,24,176,69,Club Bolívar,Liga de Fútbol Profesional Boliviano,SUB,Bolivia,Right,3,2,Medium/Medium,Lean (170-185),No,1800000,62,64,49,66,40,57
N. Tafari,Nkosi Burgess,63,67,24,193,84,FC Dallas,USA Major League Soccer,RCB,United States,Right,3,2,High/Medium,Normal (185+),No,984000,59,34,45,51,61,75
Pedro Amador,Pedro Miguel Santos Amador,63,73,22,181,73,Moreirense FC,Portuguese Liga ZON SAGRES,RES,Portugal,Left,3,3,High/Medium,Normal (170-185),No,2300000,69,43,59,61,58,57
Rafael Pereira,Rafael António Pereira,63,76,21,186,78,Al Ain FC,UAE Arabian Gulf League,SUB,Brazil,Left,2,2,Medium/Medium,Normal (185+),No,3100000,71,33,46,56,62,70
T. Tessmann,Tanner Tessmann,63,78,19,188,86,Venezia FC,Italian Serie A,SUB,United States,Right,5,2,Medium/Medium,Lean (185+),No,2700000,67,47,63,65,56,69
Jony Álamo,Jonatan Carmona Álamo,63,79,19,175,64,Elche CF,Spain Primera Division,RES,Spain,Right,3,3,Medium/Medium,Normal (170-185),No,3300000,63,45,62,65,61,48
G. Di Serio,Giuseppe Di Serio,63,75,19,182,78,Benevento,Italian Serie B,SUB,Italy,Right,3,2,Medium/Medium,Lean (170-185),No,2200000,64,63,45,59,19,66
O. Beyaz,Ömer Faruk Beyaz,63,81,17,171,65,VfB Stuttgart,German 1. Bundesliga,SUB,Turkey,Left,3,3,Medium/Low,Lean (170-185),No,2900000,61,53,66,67,47,44
F. Jørgensen,Filip Rønningen Jørgensen,63,77,19,178,74,Odds BK,Norwegian Eliteserien,CM,Norway,Right,2,3,Medium/Medium,Normal (170-185),No,2100000,66,47,59,65,56,62
P. Ibara,Prince Vinny Ibara Doniama,63,68,25,194,87,Bengaluru FC,Indian Super League,SUB,Congo,Right,3,2,Medium/Medium,Stocky (185+),No,1000000,54,65,48,54,29,68
E. Roldán,Enzo Martín Roldán,63,72,20,176,70,Unión de Santa Fe,Argentina Primera División,RES,Argentina,Right,3,2,High/Medium,Normal (170-185),No,1900000,77,61,56,68,35,55
F. Versaci,Federico Versaci,63,74,19,170,63,Vélez Sarsfield,Argentina Primera División,RES,Argentina,Left,3,2,Medium/Medium,Lean (170-),No,1700000,78,62,54,66,27,46
M. Kozak,Miłosz Kozak,63,67,24,176,60,Radomiak Radom,Polish T-Mobile Ekstraklasa,LM,Poland,Left,3,3,High/Medium,Lean (170-185),No,998000,78,52,59,64,25,43
N. Bruneel,Nicolas Bruneel,63,70,24,178,68,USL Dunkerque,French Ligue 2,RCM,France,Right,3,2,High/Medium,Lean (170-185),No,1900000,73,60,58,63,60,57
S. Osigwe,Sebastian Ogenna Osigwe,63,67,27,185,80,FC Lugano,Swiss Super League,SUB,Nigeria,Right,2,1,Medium/Medium,Normal (185+),No,763000,,,,,,
L. Appéré,Louis George Appéré,63,70,22,185,71,Dundee United,Scottish Premiership,SUB,Scotland,Right,3,3,High/Medium,Normal (185+),No,1900000,72,61,60,63,42,65
J. Bonde,Jakob Bonde,63,64,27,186,75,Viborg FF,Danish Superliga,RCM,Denmark,Left,3,2,High/Medium,Normal (185+),No,729000,57,60,60,61,60,70
D. Cirkin,Dennis Cirkin,63,77,19,182,72,Sunderland,English League One,SUB,England,Left,3,2,High/Medium,Lean (170-185),No,2600000,62,39,50,61,61,58
R. Del Campo,Rubén del Campo Ferreira,63,76,21,185,79,Futebol Clube de Famalicão,Portuguese Liga ZON SAGRES,RES,Switzerland,Left,3,2,Medium/Medium,Normal (185+),No,3300000,69,65,50,64,28,54
D. Pavlovic,Damjan Pavlovic,63,76,19,179,76,Standard de Liège,Belgian Jupiler Pro League,SUB,Serbia,Right,4,2,High/High,Normal (170-185),No,2300000,73,25,55,61,59,70
D. Boudaud,Dimitri Boudaud,63,63,34,173,70,USL Dunkerque,French Ligue 2,SUB,France,Right,3,2,Medium/Medium,Normal (170-185),No,403000,63,60,64,64,47,57
X. Dziekoński,Xavier Dziekoński,63,80,17,188,78,Jagiellonia Białystok,Polish T-Mobile Ekstraklasa,GK,Poland,Right,2,1,Medium/Medium,Lean (185+),No,2200000,,,,,,
K. Kruk,Kamil Kruk,63,72,21,185,79,Zagłębie Lubin,Polish T-Mobile Ekstraklasa,SUB,Poland,Right,2,2,High/Medium,Normal (185+),No,1600000,60,43,42,44,63,71
M. Müller,Mario Müller,63,63,29,173,69,1. FC Saarbrücken,German 3. Bundesliga,SUB,Germany,Left,2,2,High/Medium,Normal (170-185),No,616000,73,39,57,64,57,57
H. Heggheim,Henrik Heggheim,63,78,20,185,75,Brøndby IF,Danish Superliga,SUB,Norway,Right,3,2,Medium/High,Lean (185+),No,2100000,67,29,47,51,64,68
J. Kadile,Junior Morau Kadile,63,78,18,182,83,Stade Rennais FC,French Ligue 1,SUB,France,Right,3,3,Medium/Medium,Normal (170-185),No,2800000,79,63,52,67,22,52
L. Ugochukwu,Lesley Chimuanya Ugochukwu,63,80,17,188,83,Stade Rennais FC,French Ligue 1,SUB,France,Right,3,2,Medium/Medium,Lean (185+),No,3000000,67,50,60,65,58,69
O. Traoré,Omar Haktab Traoré,63,68,23,187,77,VfL Osnabrück,German 3. Bundesliga,RB,Germany,Right,3,2,High/Medium,Normal (185+),No,1000000,86,40,57,63,55,64
K. Inoue,井上 健太,63,70,22,170,65,Oita Trinita,Japanese J. League Division 1,SUB,Japan,Right,3,2,High/Low,Normal (170-),No,1400000,88,50,60,66,23,47
P. Steinwender,Pascal Steinwender,63,66,24,181,73,Sportclub Verl,German 3. Bundesliga,SUB,Germany,Right,3,2,Medium/Medium,Lean (170-185),No,991000,84,63,55,67,31,52
S. Muratore,Simone Muratore,63,71,23,186,74,CD Tondela,Portuguese Liga ZON SAGRES,RES,Italy,Right,2,2,Medium/Medium,Normal (185+),No,,61,50,62,59,61,58
A. Becker,André Becker,63,68,24,196,92,SSV Jahn Regensburg,German 2. Bundesliga,SUB,Germany,Right,4,2,Medium/Medium,Lean (185+),No,1200000,57,61,40,57,27,74
J. Olschowsky,Jan Jakob Olschowsky,63,80,19,183,80,Borussia Mönchengladbach,German 1. Bundesliga,SUB,Germany,Right,3,1,Medium/Medium,Normal (170-185),No,2600000,,,,,,
A. Helac,Ammar Helac,63,68,23,190,87,FK Austria Wien,Austrian Football Bundesliga,SUB,Austria,Right,2,1,Medium/Medium,Normal (185+),No,877000,,,,,,
L. Jürgensen,Lasse Jürgensen,63,69,23,190,82,Sportclub Verl,German 3. Bundesliga,LCB,Denmark,Left,3,2,Low/High,Normal (185+),No,1200000,59,24,43,50,62,72
R. Lozano,Raúl Alberto Lozano,63,70,23,179,79,Club Atlético Huracán,Argentina Primera División,SUB,Argentina,Right,3,2,Medium/Medium,Lean (170-185),No,1500000,73,39,52,61,58,60
S. Benchamma,Samy Benchamma,63,74,21,185,71,Chamois Niortais Football Club,French Ligue 2,SUB,France,Right,4,2,Medium/Medium,Lean (185+),No,2000000,70,54,61,67,58,64
J. Cooper,Joel William Cooper,63,66,25,180,70,Oxford United,English League One,SUB,Northern Ireland,Right,3,3,High/Medium,Normal (170-185),No,1100000,77,59,58,63,26,55
A. Małachowski,Adrian Małachowski,63,68,23,183,78,1. FC Magdeburg,German 3. Bundesliga,SUB,Poland,Right,2,2,High/Medium,Normal (170-185),No,1100000,59,51,63,63,63,67
Manu Molina,Manuel Molina Rodríguez,63,71,22,175,70,SD Huesca,Spanish Segunda División,SUB,Spain,Right,3,2,Medium/Medium,Normal (170-185),No,2000000,75,57,57,63,33,49
A. Gremsl,Armin Gremsl,63,66,26,190,85,FC U Craiova 1948,Romanian Liga I,RES,Austria,Left,2,1,Medium/Medium,Normal (185+),No,677000,,,,,,
M. Bartolewski,Mateusz Bartolewski,63,69,23,187,76,Zagłębie Lubin,Polish T-Mobile Ekstraklasa,LB,Poland,Left,2,2,Medium/Medium,Lean (185+),No,1100000,77,40,50,60,58,62
C. Pastina,Christian Diego Pastina,63,75,20,185,80,Benevento,Italian Serie B,LCB,Italy,Left,2,2,Medium/Medium,Normal (185+),No,2200000,63,31,50,53,63,64
Jaume Cuéllar,Jaume Albert Cuéllar Mendoza,63,76,19,183,67,CD Lugo,Spanish Segunda División,RES,Bolivia,Right,3,2,Medium/Medium,Normal (170-185),No,2400000,62,64,58,66,25,52
I. Șerban,Ionuț Andrei Șerban,63,63,29,176,71,Campionii FC Arges,Romanian Liga I,LDM,Romania,Right,2,3,Medium/Medium,Lean (170-185),No,641000,67,59,62,65,48,63
M. Tomozei,Marius Ionuț Tomozei,63,63,30,177,75,AFC UTA Arad,Romanian Liga I,SUB,Romania,Right,3,2,Medium/High,Stocky (170-185),No,574000,66,30,51,50,58,66
S. Rumbullaku,Simon Rrumbullaku,63,63,29,172,68,AFC Chindia Târgoviște,Romanian Liga I,SUB,Albania,Left,3,2,High/Medium,Normal (170-185),No,574000,74,34,52,59,58,60
C. Hall,Connor Hall,63,65,28,193,79,Harrogate Town,English League Two,LCB,England,Left,2,2,Medium/High,Normal (185+),No,867000,53,27,40,44,62,77
A. Martin,Aaron Lewiss Martin,63,63,29,183,74,Harrogate Town,English League Two,SUB,England,Right,3,2,High/Medium,Normal (170-185),No,831000,71,61,47,60,22,75
A. Pyrka,Arkadiusz Pyrka,63,76,18,177,73,Piast Gliwice,Polish T-Mobile Ekstraklasa,RM,Poland,Right,3,3,High/Low,Normal (170-185),No,2200000,81,61,56,65,29,39
M. Czyżycki,Mateusz Czyżycki,63,67,23,175,72,Warta Poznań,Polish T-Mobile Ekstraklasa,SUB,Poland,Right,3,2,Medium/Medium,Lean (170-185),No,998000,66,56,58,63,54,58
M. Schroers,Mika Schröers,63,75,19,180,70,Borussia Mönchengladbach,German 1. Bundesliga,RES,Germany,Right,3,2,Medium/Medium,Lean (170-185),No,2100000,67,65,62,64,37,48
S. Christiansen,Sander Johan Christiansen,63,74,20,185,75,Borussia Mönchengladbach,German 1. Bundesliga,RES,Norway,Right,3,2,Medium/Medium,Lean (185+),No,1900000,60,55,64,64,56,60
B. Brahimi,Billal Brahimi,63,77,21,183,73,Angers SCO,French Ligue 1,RES,France,Left,3,2,High/Medium,Normal (170-185),No,3200000,75,60,58,70,26,59
G. De Amores,Guillermo Rafael De Amores Ravelo,63,68,26,186,76,Deportivo Cali,Colombian Liga Postobón,GK,Uruguay,Right,3,1,Medium/Medium,Normal (185+),No,784000,,,,,,
A. Cantero,Alan Martín Cantero,63,70,23,184,80,Godoy Cruz,Argentina Primera División,RES,Argentina,Right,3,2,Medium/Medium,Normal (170-185),No,1700000,63,64,49,62,26,62
Luis Carbonell,Luis Carbonell Artajona,63,81,18,169,67,Real Madrid CF,Spain Primera Division,RES,Spain,Right,3,3,Medium/Medium,Normal (170-),No,,74,64,51,70,19,43
D. Duarte,Diego Ariel Duarte Garcete,63,79,19,176,78,Club Olimpia,Paraguayan Primera División,SUB,Paraguay,Left,4,2,High/Low,Lean (170-185),No,3700000,72,67,48,62,18,58
S. Cocimano,Sebastián Cocimano,63,75,21,188,80,Gimnasia y Esgrima La Plata,Argentina Primera División,SUB,Argentina,Right,3,2,Medium/Medium,Normal (185+),No,2000000,49,63,50,57,32,67
M. Kizza,Mustafa Kizza,63,70,21,185,73,Club de Foot Montréal,USA Major League Soccer,SUB,Uganda,Left,1,2,High/Medium,Lean (185+),No,1500000,77,41,60,58,57,65
J. Naschberger,Johannes Naschberger,63,72,21,173,70,WSG Tirol,Austrian Football Bundesliga,RES,Austria,Right,3,3,Medium/Medium,Normal (170-185),No,1800000,77,57,60,66,55,57
M. Llano,Manuel Tadeo Llano Massa,63,72,21,184,73,Godoy Cruz,Argentina Primera División,RES,Argentina,Right,3,2,Medium/Medium,Lean (170-185),No,,70,42,57,62,56,62
Kewin,Kewin Oliveira Silva,63,68,26,189,84,Moreirense FC,Portuguese Liga ZON SAGRES,RES,Brazil,Right,3,1,Medium/Medium,Normal (185+),No,1200000,,,,,,
Derik Lacerda,Derik Gean Severino Lacerda,63,68,21,191,83,Moreirense FC,Portuguese Liga ZON SAGRES,SUB,Brazil,Right,2,2,Medium/Medium,Lean (185+),No,1600000,53,64,44,57,29,67
M. Schikora,Marco Schikora,63,66,26,181,76,FSV Zwickau,German 3. Bundesliga,LCM,Germany,Right,4,2,High/High,Normal (170-185),No,877000,80,50,58,64,61,71
E. Emegha,Emanuel Emegha,63,76,18,195,63,Sparta Rotterdam,Holland Eredivisie,SUB,Netherlands,Right,3,2,Medium/Medium,Lean (185+),No,2300000,73,60,50,58,29,63
E. Cornelisse,Enzo Cornelisse,63,77,19,178,65,Vitesse,Holland Eredivisie,SUB,Netherlands,Left,3,2,Medium/Medium,Lean (170-185),No,2300000,66,32,52,53,63,61
F. Jörgensen,Filip Jörgensen,63,79,19,189,77,Villarreal CF,Spain Primera Division,RES,Sweden,Right,2,1,Medium/Medium,Normal (185+),No,3000000,,,,,,
G. Touré,Gime Touré,63,63,27,188,88,Carlisle United,English League Two,SUB,France,Right,3,3,High/Medium,Stocky (185+),No,875000,83,57,54,63,20,75
Miullen,Miullen Nathã Felício Carvalho,63,72,23,180,77,Gil Vicente FC,Portuguese Liga ZON SAGRES,SUB,Brazil,Right,2,2,High/Medium,Normal (170-185),No,2500000,72,62,52,63,24,68
A. Azhil,Ayman Azhil,63,74,20,170,70,RKC Waalwijk,Holland Eredivisie,RCM,Germany,Right,3,2,Medium/Medium,Normal (170-),No,,66,45,62,66,59,50
N. Banegas,Nahuel Eugenio Banegas,63,67,24,176,80,Club Atlético Central Córdoba,Argentina Primera División,RES,Argentina,Left,2,2,Medium/High,Normal (170-185),No,991000,68,37,52,55,62,68
Gonçalo Franco,Gonçalo Baptista Franco,63,68,20,176,69,Moreirense FC,Portuguese Liga ZON SAGRES,SUB,Portugal,Right,3,2,Medium/Medium,Normal (170-185),No,1600000,64,55,60,68,41,51
Toti,Toti António Gomes,63,70,22,187,83,Grasshopper Club Zürich,Swiss Super League,LCB,Portugal,Left,3,2,Medium/Medium,Lean (185+),No,,66,47,60,60,63,70
M. Delanghe,Maxime Delanghe,63,77,20,189,83,PSV,Holland Eredivisie,RES,Belgium,Right,3,1,Medium/Medium,Lean (185+),No,2000000,,,,,,
Javier Izquierdo,Javier Izquierdo Cuervo,63,76,20,181,76,Real Sporting de Gijón,Spanish Segunda División,RES,Spain,Right,2,1,Medium/Medium,Lean (170-185),No,2200000,,,,,,
Zé Carlos,José Carlos Teixeira Lopes Reis Gonçalves,63,72,22,177,72,Gil Vicente FC,Portuguese Liga ZON SAGRES,SUB,Portugal,Right,3,2,Medium/Medium,Normal (170-185),No,,72,31,40,64,61,54
T. Siersleben,Tim Siersleben,63,75,21,187,80,1. FC Heidenheim 1846,German 2. Bundesliga,SUB,Germany,Left,2,2,Medium/Medium,Normal (185+),No,,62,33,47,54,63,63
G. Koutsias,Georgios Koutsias,63,81,17,178,66,PAOK,Greek Super League,RES,Greece,Right,3,2,High/Medium,Normal (170-185),No,3400000,72,63,42,61,22,64
Francisco Teixeira,Francisco José Coelho Teixeira,63,72,23,177,73,Belenenses SAD,Portuguese Liga ZON SAGRES,RM,Portugal,Left,3,2,Medium/Medium,Normal (170-185),No,2500000,68,53,61,67,45,53
Clau Mendes,Claudio Mendes Vicente,63,76,20,186,78,Unión Deportiva Las Palmas,Spanish Segunda División,RES,Spain,Right,4,4,Medium/Medium,Lean (185+),No,2700000,74,62,61,63,35,55
L. Barry,Louie Mark Barry,63,84,18,174,65,Ipswich Town,English League One,RES,England,Right,2,3,High/Medium,Lean (170-185),No,,78,63,49,64,22,53
L. Hornicek,Lukáš Horníček,63,73,18,197,93,SC Braga,Portuguese Liga ZON SAGRES,RES,Czech Republic,Right,2,1,Medium/Medium,Normal (185+),No,1900000,,,,,,
Marcelo Lopes,Marcelo André Veiga Lopes,63,63,27,177,67,FC Voluntari,Romanian Liga I,RW,Cape Verde Islands,Right,4,2,Medium/Medium,Lean (170-185),No,675000,79,58,60,64,24,55
R. Balk,Remco Balk,63,77,20,176,65,FC Utrecht,Holland Eredivisie,SUB,Netherlands,Right,3,3,Medium/Medium,Lean (170-185),No,2600000,82,61,52,68,26,43
V. Radonja,Vedad Radonja,63,77,19,182,72,AEK Athens,Greek Super League,RES,Bosnia and Herzegovina,Right,3,2,Low/Medium,Lean (170-185),No,3100000,76,33,53,55,60,61
A. Sabella,Alexis Amadeo Sabella,63,75,20,178,72,San Lorenzo de Almagro,Argentina Primera División,SUB,Argentina,Right,4,2,Medium/Medium,Normal (170-185),No,2000000,64,57,63,63,55,63
K. Aribi,Karim Aribi,63,64,27,192,75,Nîmes Olympique,French Ligue 2,SUB,Algeria,Right,3,2,Medium/Medium,Lean (185+),No,1000000,47,62,45,58,30,71
J. Che,Justin Che,63,81,17,185,75,FC Dallas,USA Major League Soccer,SUB,United States,Right,2,2,High/High,Normal (185+),No,2300000,70,25,50,57,60,65
Rodrigo Gomes,Rodrigo Martins Gomes,63,83,17,171,66,SC Braga,Portuguese Liga ZON SAGRES,RES,Portugal,Right,3,2,Medium/Medium,Normal (170-185),No,3900000,71,61,52,65,30,44
Lanchi,José Manuel Cabrera López,63,75,20,177,64,Villarreal CF,Spain Primera Division,RES,Spain,Right,3,3,Medium/Medium,Lean (170-185),No,2500000,67,39,52,60,59,55
Kike Saverio,Javier Enrique Delgado Saverio,63,73,22,178,73,SD Ponferradina,Spanish Segunda División,SUB,Ecuador,Right,4,3,Medium/Medium,Normal (170-185),No,,79,58,55,67,37,55
M. Bajamich,Mateo Bajamich,63,75,21,178,75,Houston Dynamo,USA Major League Soccer,SUB,Argentina,Right,3,3,High/High,Stocky (170-185),No,2000000,70,60,52,63,27,59
I. Mamut,Ivan Mamut,63,70,24,192,82,FCSB (Steaua),Romanian Liga I,SUB,Croatia,Left,2,2,Medium/Medium,Normal (185+),No,1600000,64,63,57,59,25,77
E. Villar,Emiliano Agustín Villar Vidal,63,73,21,175,75,Club Atlético Rentistas,Uruguayan Primera División,SUB,Uruguay,Right,3,2,Medium/Medium,Normal (170-185),No,2600000,71,60,53,67,29,65
C. Chukwuemeka,Carney Chibueze Chukwuemeka,63,84,17,183,70,Aston Villa,English Premier League,SUB,England,Right,3,4,High/Medium,Lean (170-185),No,4400000,62,53,62,67,44,57
Zarzana,Antonio Zarzana Pérez,63,78,19,177,64,Sevilla FC,Spain Primera Division,RES,Spain,Right,5,4,Medium/Medium,Normal (170-185),No,3000000,70,51,65,61,22,49
Nico Serrano,Nicolás Serrano Galdeano,63,81,18,178,72,Athletic Club de Bilbao,Spain Primera Division,RES,Spain,Left,2,3,Medium/Medium,Normal (170-185),No,3300000,73,56,54,71,18,48
S. Czyż,Szymon Czyż,63,75,19,176,76,Warta Poznań,Polish T-Mobile Ekstraklasa,CAM,Poland,Right,4,3,Medium/Medium,Normal (170-185),No,1700000,68,56,60,71,44,63
T. Breithaupt,Tim Breithaupt,63,74,19,192,78,Karlsruher SC,German 2. Bundesliga,SUB,Germany,Right,3,2,Low/Medium,Lean (185+),No,1700000,53,35,56,52,63,61
Ángel Jiménez,Ángel Jiménez Gallego,63,76,19,194,80,Granada CF,Spain Primera Division,RES,Spain,Right,2,1,Medium/Medium,Lean (185+),No,2700000,,,,,,
A. Cayetano,Ángel Gabriel Cayetano Pírez,63,63,30,188,94,Cerro Largo Fútbol Club,Uruguayan Primera División,LCM,Uruguay,Right,2,3,Low/High,Stocky (185+),No,860000,58,34,52,50,62,71
L. Colmán,Luis Fernando Colmán Garcete,63,63,28,176,78,Guaireña FC,Paraguayan Primera División,SUB,Paraguay,Right,3,2,Medium/High,Normal (170-185),No,914000,62,22,44,38,64,61
I. Diabate,Ibrahim Yalatif Diabate,63,75,21,180,80,RCD Mallorca,Spain Primera Division,RES,Côte d'Ivoire,Right,3,2,High/Low,Normal (170-185),No,2900000,78,63,50,58,18,67
V. Kristiansen,Victor Bernth Kristiansen,63,75,18,181,72,F.C. København,Danish Superliga,LB,Denmark,Left,3,2,High/Medium,Normal (170-185),No,1700000,76,38,57,63,56,66
L. Benítes,Luis Enrique Benítes Vargas,63,66,24,160,60,Sport Huancayo,Peruvian Primera División,SUB,Peru,Right,3,4,Medium/Medium,Normal (170-),No,1400000,75,59,55,65,23,46
F. Da Silva,Florent Da Silva,63,79,18,178,67,Olympique Lyonnais,French Ligue 1,SUB,France,Right,3,3,Medium/Medium,Lean (170-185),No,3000000,66,52,66,68,49,57
P. Mancilla,Pablo José Mancilla George,63,63,28,170,59,Club Social y Deportivo Macará,Ecuadorian Serie A,SUB,Ecuador,Right,3,3,Medium/Medium,Lean (170-),No,1000000,75,48,58,63,31,46
